Database
Id,Effectivity,Cycle,Effective Dates,Supplier,Extract Code,Database Created,Report Created,NDB Size,Target OFPs,Origin,Application Copyright,CSV Report Copyright
ZLXY,TEBI1C,RW23R,Base,,,,,40,CD,,,,,,,262.0 M,,,,,At or Below,220,LCZ,VHF Navaid,15.8,,,,,,,
ZLXY,TEBI1C,RW23R,Base,,,,,50,VI,,,,,,,318.0 M,,,,,,,,,,,,,,,,
ZLXY,TEBI1C,RW23R,Base,,,,,60,CF,ZNX32,Waypoint,N 34° 37' 39.35",E 108° 20' 09.80",,,348.0 M,,At or Above,7880,,,,ZNX,VHF Navaid,,,,,,,,
ZLXY,TEBI1C,RW23R,Base,,,,,70,TF,ZNX66,Waypoint,N 35° 10' 24.00",E 108° 08' 42.00",,,,,,,,,,,,,,,,,,,
ZLXY,TEBI1C,RW23R,Base,,,,,80,TF,TEBIB,Waypoint,N 35° 21' 09.00",E 107° 53' 54.00",,,,,,,,,,,,,,,,,,,
ZLXY,TEBI1D,RW05L,Base,,,,,10,DF,DE05L,Waypoint,N 34° 27' 52.95",E 108° 46' 00.30",True,,,,,,,,,,,,,,,,,,
ZLXY,TEBI1D,RW05L,Base,,,,,20,CA,,,,,,,52.0 M,,At or Above,2140,,,,,,,,,,,,,
ZLXY,TEBI1D,RW05L,Base,,,,,30,CD,,,,,,,16.0 M,,At or Above,4930,,At or Below,250,LCZ,VHF Navaid,11.4,,,,,,,
ZLXY,TEBI1D,RW05L,Base,,,,,40,CF,DOVOP,Waypoint,N 34° 45' 26.00",E 108° 42' 30.00",,,315.0 M,,At or Above,6890,,,,LCZ,VHF Navaid,,,,,,,,
ZLXY,TEBI1D,RW05L,Base,,,,,50,TF,TEBIB,Waypoint,N 35° 21' 09.00",E 107° 53' 54.00",,,,,,,,,,,,,,,,,,,
ZLXY,TEBI2E,RW06L,Runway,,,,,10,CD,,,,,,,52.0 M,,At or Above,4270,,,,LCZ,VHF Navaid,8.2,,,,,,,
ZLXY,TEBI2E,RW06L,Runway,,,,,20,CD,,,,,,,52.0 M,,At or Above,5250,,,,LCZ,VHF Navaid,11.4,,,,,,,
ZLXY,TEBI2E,RW06L,Runway,,,,,30,DF,MIZ,VHF Navaid,N 34° 49' 12.00",E 108° 59' 42.00",,,,,At or Above,7880,,,,,,,,,,,,,
ZLXY,TEBI2E,RW06R,Runway,,,,,10,CD,,,,,,,52.0 M,,At or Above,4270,,,,LCZ,VHF Navaid,8.2,,,,,,,
ZLXY,TEBI2E,RW06R,Runway,,,,,20,CD,,,,,,,52.0 M,,At or Above,5250,,,,LCZ,VHF Navaid,11.4,,,,,,,
ZLXY,TEBI2E,RW06R,Runway,,,,,30,DF,MIZ,VHF Navaid,N 34° 49' 12.00",E 108° 59' 42.00",,,,,At or Above,7880,,,,,,,,,,,,,
ZLXY,TEBI2E,,Base,,,,,10,IF,MIZ,VHF Navaid,N 34° 49' 12.00",E 108° 59' 42.00",,,,,At or Above,7880,,,,,,,,,,,,,
ZLXY,TEBI2E,,Base,,,,,20,TF,D304R,Waypoint,N 34° 58' 35.05",E 108° 40' 35.30",,,,,At or Above,8860,,,,,,,,,,,,,
ZLXY,TEBI2E,,Base,,,,,30,TF,TEBIB,Waypoint,N 35° 21' 09.00",E 107° 53' 54.00",,,,,,,,,,,,,,,,,,,
ZLXY,TEBI2H,RW05L,Base,,,,,10,DF,DE05L,Waypoint,N 34° 27' 52.95",E 108° 46' 00.30",True,,,,,,,,,,,,,,,,,,
ZLXY,TEBI2H,RW05L,Base,,,,,20,CA,,,,,,,52.0 M,,At or Above,2140,,,,,,,,,,,,,
ZLXY,TEBI2H,RW05L,Base,,,,,30,CD,,,,,,,16.0 M,,At or Above,4930,,At or Below,250,LCZ,VHF Navaid,11.4,,,,,,,
ZLXY,TEBI2H,RW05L,Base,,,,,40,DF,MIZ,VHF Navaid,N 34° 49' 12.00",E 108° 59' 42.00",,,,,At or Above,7880,,,,,,,,,,,,,
ZLXY,TEBI2H,RW05L,Base,,,,,50,TF,D304R,Waypoint,N 34° 58' 35.05",E 108° 40' 35.30",,,,Left,At or Above,8860,,,,,,,,,,,,,
ZLXY,TEBI2H,RW05L,Base,,,,,60,TF,TEBIB,Waypoint,N 35° 21' 09.00",E 107° 53' 54.00",,,,,,,,,,,,,,,,,,,
ZLXY,TEBI7R,RW05L,Base,,,,,10,DF,DE05L,Waypoint,N 34° 27' 52.95",E 108° 46' 00.30",True,,,,,,,,,,,,,,,,,,1.00
ZLXY,TEBI7R,RW05L,Base,,,,,20,VA,,,,,,,52.0 M,,At or Above,2140,,,,,,,,,,,,,1.00
ZLXY,TEBI7R,RW05L,Base,,,,,30,DF,XY410,Waypoint,N 34° 38' 10.60",E 108° 50' 32.10",,,,,At or Above,4930,,,,,,,,,,,,,1.00
ZLXY,TEBI7R,RW05L,Base,,,,,40,TF,MIZ,VHF Navaid,N 34° 49' 12.00",E 108° 59' 42.00",,,,,At or Above,7880,,,,,,,,,,,,,1.00
ZLXY,TEBI7R,RW05L,Base,,,,,50,TF,XY411,Waypoint,N 35° 06' 36.10",E 108° 24' 10.50",,,,,At or Above,8860,,,,,,,,,,,,,1.00
ZLXY,TEBI7R,RW05L,Base,,,,,60,TF,TEBIB,Waypoint,N 35° 21' 09.00",E 107° 53' 54.00",,,,,,,,,,,,,,,,,,,1.00
ZLXY,TEBI7U,RW06L,Runway,,,,,10,CF,XY510,Waypoint,N 34° 32' 26.20",E 108° 54' 59.40",,,52.0 M,,At or Above,4270,,,,FNH,VHF Navaid,,,,,,,,1.00
ZLXY,TEBI7U,RW06L,Runway,,,,,20,TF,XY420,Waypoint,N 34° 37' 09.90",E 109° 01' 55.90",,,,,At or Above,5250,,,,,,,,,,,,,1.00
ZLXY,TEBI7U,RW06R,Runway,,,,,10,CF,XY599,Waypoint,N 34° 32' 17.00",E 108° 55' 09.30",,,52.0 M,,At or Above,4270,,,,FNH,VHF Navaid,,,,,,,,1.00
ZLXY,TEBI7U,RW06R,Runway,,,,,20,TF,XY420,Waypoint,N 34° 37' 09.90",E 109° 01' 55.90",,,,,At or Above,5250,,,,,,,,,,,,,1.00
ZLXY,TEBI7U,,Base,,,,,10,IF,XY420,Waypoint,N 34° 37' 09.90",E 109° 01' 55.90",,,,,At or Above,5250,,,,,,,,,,,,,1.00
ZLXY,TEBI7U,,Base,,,,,20,TF,MIZ,VHF Navaid,N 34° 49' 12.00",E 108° 59' 42.00",,,,,At or Above,7880,,,,,,,,,,,,,1.00
ZLXY,TEBI7U,,Base,,,,,30,TF,XY411,Waypoint,N 35° 06' 36.10",E 108° 24' 10.50",,,,,At or Above,8860,,,,,,,,,,,,,1.00
ZLXY,TEBI7U,,Base,,,,,40,TF,TEBIB,Waypoint,N 35° 21' 09.00",E 107° 53' 54.00",,,,,,,,,,,,,,,,,,,1.00
ZLXY,TEBI9W,RW05L,Base,,,,,10,DF,DE05L,Waypoint,N 34° 27' 52.95",E 108° 46' 00.30",True,,,,,,,,,,,,,,,,,,1.00
ZLXY,TEBI9W,RW05L,Base,,,,,20,VA,,,,,,,52.0 M,,At or Above,2140,,,,,,,,,,,,,1.00
ZLXY,TEBI9W,RW05L,Base,,,,,30,DF,XY410,Waypoint,N 34° 38' 10.60",E 108° 50' 32.10",,,,,At or Above,4930,,,,,,,,,,,,,1.00
ZLXY,TEBI9W,RW05L,Base,,,,,40,TF,DOVOP,Waypoint,N 34° 45' 26.00",E 108° 42' 30.00",,,,,At or Above,6890,,,,,,,,,,,,,1.00
ZLXY,TEBI9W,RW05L,Base,,,,,50,TF,TEBIB,Waypoint,N 35° 21' 09.00",E 107° 53' 54.00",,,,,,,,,,,,,,,,,,,1.00
ZLXY,TEBI9X,RW23R,Base,,,,,10,DF,DE23R,Waypoint,N 34° 26' 31.75",E 108° 44' 08.25",True,,,,,,,,,,,,,,,,,,1.00
ZLXY,TEBI9X,RW23R,Base,,,,,20,VA,,,,,,,232.0 M,,At or Above,2140,,,,,,,,,,,,,1.00
ZLXY,TEBI9X,RW23R,Base,,,,,30,DF,XY701,Waypoint,N 34° 24' 59.70",E 108° 34' 37.00",,,,,At or Above,4600,,,,,,,,,,,,,1.00
ZLXY,TEBI9X,RW23R,Base,,,,,40,TF,XY702,Waypoint,N 34° 23' 21.70",E 108° 24' 33.60",,,,,,,,At or Below,205,,,,,,,,,,1.00
ZLXY,TEBI9X,RW23R,Base,,,,,50,TF,XY703,Waypoint,N 34° 29' 50.30",E 108° 22' 23.90",,,,,At or Above,6890,,At or Below,220,,,,,,,,,,1.00
ZLXY,TEBI9X,RW23R,Base,,,,,60,TF,XY704,Waypoint,N 34° 50' 28.40",E 108° 15' 28.20",,,,,At or Above,8860,,,,,,,,,,,,,1.00
ZLXY,TEBI9X,RW23R,Base,,,,,70,TF,XY610,Waypoint,N 35° 10' 19.70",E 108° 08' 44.80",,,,,,,,,,,,,,,,,,,1.00
ZLXY,TEBI9X,RW23R,Base,,,,,80,TF,TEBIB,Waypoint,N 35° 21' 09.00",E 107° 53' 54.00",,,,,,,,,,,,,,,,,,,1.00
ZLXY,TEBI9Y,RW24L,Runway,,,,,10,CF,XY699,Waypoint,N 34° 20' 13.10",E 108° 38' 29.80",,,232.0 M,,At or Above,4600,,,,LCZ,VHF Navaid,,,,,,,,1.00
ZLXY,TEBI9Y,RW24L,Runway,,,,,20,TF,XY620,Waypoint,N 34° 15' 03.10",E 108° 31' 24.10",,,,,At or Above,5910,,At or Below,220,,,,,,,,,,1.00
ZLXY,TEBI9Y,RW24R,Runway,,,,,10,CF,XY630,Waypoint,N 34° 20' 22.40",E 108° 38' 20.00",,,232.0 M,,At or Above,4600,,,,LCZ,VHF Navaid,,,,,,,,1.00
ZLXY,TEBI9Y,RW24R,Runway,,,,,20,TF,XY620,Waypoint,N 34° 15' 03.10",E 108° 31' 24.10",,,,,At or Above,5910,,At or Below,220,,,,,,,,,,1.00
ZLXY,TEBI9Y,,Base,,,,,10,IF,XY620,Waypoint,N 34° 15' 03.10",E 108° 31' 24.10",,,,,At or Above,5910,,At or Below,220,,,,,,,,,,1.00
ZLXY,TEBI9Y,,Base,,,,,20,TF,XY960,Waypoint,N 34° 20' 15.50",E 108° 25' 35.70",,,,,At or Above,6890,,At or Below,230,,,,,,,,,,1.00
ZLXY,TEBI9Y,,Base,,,,,30,TF,XY704,Waypoint,N 34° 50' 28.40",E 108° 15' 28.20",,,,,At or Above,8860,,,,,,,,,,,,,1.00
ZLXY,TEBI9Y,,Base,,,,,40,TF,XY610,Waypoint,N 35° 10' 19.70",E 108° 08' 44.80",,,,,,,,,,,,,,,,,,,1.00
ZLXY,TEBI9Y,,Base,,,,,50,TF,TEBIB,Waypoint,N 35° 21' 09.00",E 107° 53' 54.00",,,,,,,,,,,,,,,,,,,1.00
ZLXY,TEBI9Z,RW06L,Runway,,,,,10,CF,XY510,Waypoint,N 34° 32' 26.20",E 108° 54' 59.40",,,52.0 M,,At or Above,4270,,,,FNH,VHF Navaid,,,,,,,,1.00
ZLXY,TEBI9Z,RW06L,Runway,,,,,20,TF,XY420,Waypoint,N 34° 37' 09.90",E 109° 01' 55.90",,,,,At or Above,5250,,,,,,,,,,,,,1.00
ZLXY,TEBI9Z,RW06R,Runway,,,,,10,CF,XY599,Waypoint,N 34° 32' 17.00",E 108° 55' 09.30",,,52.0 M,,At or Above,4270,,,,FNH,VHF Navaid,,,,,,,,1.00
ZLXY,TEBI9Z,RW06R,Runway,,,,,20,TF,XY420,Waypoint,N 34° 37' 09.90",E 109° 01' 55.90",,,,,At or Above,5250,,,,,,,,,,,,,1.00
ZLXY,TEBI9Z,,Base,,,,,10,IF,XY420,Waypoint,N 34° 37' 09.90",E 109° 01' 55.90",,,,,At or Above,5250,,,,,,,,,,,,,1.00
ZLXY,TEBI9Z,,Base,,,,,20,TF,XY530,Waypoint,N 34° 42' 17.80",E 108° 50' 02.10",,,,,,,,,,,,,,,,,,,1.00
ZLXY,TEBI9Z,,Base,,,,,30,TF,DOVOP,Waypoint,N 34° 45' 26.00",E 108° 42' 30.00",,,,,At or Above,6890,,,,,,,,,,,,,1.00
ZLXY,TEBI9Z,,Base,,,,,40,TF,TEBIB,Waypoint,N 35° 21' 09.00",E 107° 53' 54.00",,,,,,,,,,,,,,,,,,,1.00
ZLXY,UPDU1A,RW06L,Runway,,,,,10,CD,,,,,,,52.0 M,,At or Above,4270,,,,LCZ,VHF Navaid,8.2,,,,,,,
ZLXY,UPDU1A,RW06L,Runway,,,,,20,CD,,,,,,,52.0 M,,At or Above,5250,,At or Below,220,LCZ,VHF Navaid,11.4,,,,,,,
ZLXY,UPDU1A,RW06L,Runway,,,,,30,DF,D336S,Waypoint,N 34° 32' 24.30",E 109° 04' 44.00",,,,,At or Above,5910,,,,,,,,,,,,,
ZLXY,UPDU1A,RW06R,Runway,,,,,10,CD,,,,,,,52.0 M,,At or Above,4270,,,,LCZ,VHF Navaid,8.2,,,,,,,
ZLXY,UPDU1A,RW06R,Runway,,,,,20,CD,,,,,,,52.0 M,,At or Above,5250,,At or Below,220,LCZ,VHF Navaid,11.4,,,,,,,
ZLXY,UPDU1A,RW06R,Runway,,,,,30,DF,D336S,Waypoint,N 34° 32' 24.30",E 109° 04' 44.00",,,,,At or Above,5910,,,,,,,,,,,,,
ZLXY,UPDU1A,,Base,,,,,10,IF,D336S,Waypoint,N 34° 32' 24.30",E 109° 04' 44.00",,,,,At or Above,5910,,,,,,,,,,,,,
ZLXY,UPDU1A,,Base,,,,,20,TF,KLX,VHF Navaid,N 34° 15' 54.00",E 109° 14' 54.00",,,,,At or Above,9850,,,,,,,,,,,,,
ZLXY,UPDU1A,,Base,,,,,30,TF,D203N,Waypoint,N 34° 03' 15.55",E 109° 09' 07.05",,,,,At or Above,11800,,,,,,,,,,,,,
ZLXY,UPDU1A,,Base,,,,,40,TF,UPDUM,Waypoint,N 33° 23' 44.00",E 108° 51' 14.00",,,,,,,,,,,,,,,,,,,
ZLXY,UPDU1B,RW24L,Runway,,,,,10,CD,,,,,,,232.0 M,,At or Above,4600,,,,LCZ,VHF Navaid,10.1,,,,,,,
ZLXY,UPDU1B,RW24L,Runway,,,,,20,CD,,,,,,,232.0 M,,At or Above,5910,,At or Below,220,LCZ,VHF Navaid,16.1,,,,,,,
ZLXY,UPDU1B,RW24L,Runway,,,,,30,DF,ZNX,VHF Navaid,N 34° 06' 42.00",E 108° 30' 12.00",,,,,At or Above,8860,,,,,,,,,,,,,
ZLXY,UPDU1B,RW24R,Runway,,,,,10,CD,,,,,,,232.0 M,,At or Above,4600,,,,LCZ,VHF Navaid,10.1,,,,,,,
ZLXY,UPDU1B,RW24R,Runway,,,,,20,CD,,,,,,,232.0 M,,At or Above,5910,,At or Below,220,LCZ,VHF Navaid,16.1,,,,,,,
ZLXY,UPDU1B,RW24R,Runway,,,,,30,DF,ZNX,VHF Navaid,N 34° 06' 42.00",E 108° 30' 12.00",,,,,At or Above,8860,,,,,,,,,,,,,
ZLXY,UPDU1B,,Base,,,,,10,IF,ZNX,VHF Navaid,N 34° 06' 42.00",E 108° 30' 12.00",,,,,At or Above,8860,,,,,,,,,,,,,
ZLXY,UPDU1B,,Base,,,,,20,TF,D161J,Waypoint,N 33° 57' 48.20",E 108° 34' 35.20",,,,,At or Above,11800,,,,,,,,,,,,,
ZLXY,UPDU1B,,Base,,,,,30,TF,D161P,Waypoint,N 33° 51' 46.65",E 108° 37' 32.90",,,,,At or Above,12800,,,,,,,,,,,,,
ZLXY,UPDU1B,,Base,,,,,40,TF,UPDUM,Waypoint,N 33° 23' 44.00",E 108° 51' 14.00",,,,,,,,,,,,,,,,,,,
ZLXY,UPDU1C,RW23R,Base,,,,,10,DF,DE23R,Waypoint,N 34° 26' 31.75",E 108° 44' 08.25",True,,,,,,,,,,,,,,,,,,
ZLXY,UPDU1C,RW23R,Base,,,,,20,CA,,,,,,,232.0 M,,At or Above,2140,,,,,,,,,,,,,
ZLXY,UPDU1C,RW23R,Base,,,,,30,DF,D262K,Waypoint,N 34° 25' 01.45",E 108° 34' 47.10",True,,,,At or Above,4600,,,,,,,,,,,,,
ZLXY,UPDU1C,RW23R,Base,,,,,40,CD,,,,,,,262.0 M,,,,,At or Below,220,LCZ,VHF Navaid,15.8,,,,,,,
ZLXY,UPDU1C,RW23R,Base,,,,,50,CF,ZNX,VHF Navaid,N 34° 06' 42.00",E 108° 30' 12.00",,,168.0 M,Left,At or Above,8860,,,,ZNX,VHF Navaid,,,,,,,,
ZLXY,UPDU1C,RW23R,Base,,,,,60,TF,D161J,Waypoint,N 33° 57' 48.20",E 108° 34' 35.20",,,,,At or Above,11800,,,,,,,,,,,,,
ZLXY,UPDU1C,RW23R,Base,,,,,70,TF,D161P,Waypoint,N 33° 51' 46.65",E 108° 37' 32.90",,,,,At or Above,12800,,,,,,,,,,,,,
ZLXY,UPDU1C,RW23R,Base,,,,,80,TF,UPDUM,Waypoint,N 33° 23' 44.00",E 108° 51' 14.00",,,,,,,,,,,,,,,,,,,
ZLXY,UPDU1D,RW05L,Base,,,,,10,DF,DE05L,Waypoint,N 34° 27' 52.95",E 108° 46' 00.30",True,,,,,,,,,,,,,,,,,,
ZLXY,UPDU1D,RW05L,Base,,,,,20,CA,,,,,,,52.0 M,,At or Above,2140,,,,,,,,,,,,,
ZLXY,UPDU1D,RW05L,Base,,,,,30,CD,,,,,,,16.0 M,,At or Above,4930,,At or Below,220,LCZ,VHF Navaid,11.4,,,,,,,
ZLXY,UPDU1D,RW05L,Base,,,,,40,DF,D336X,Waypoint,N 34° 37' 07.85",E 109° 01' 48.50",,,,Right,At or Above,5910,,,,,,,,,,,,,
ZLXY,UPDU1D,RW05L,Base,,,,,50,TF,KLX,VHF Navaid,N 34° 15' 54.00",E 109° 14' 54.00",,,,,At or Above,9850,,,,,,,,,,,,,
ZLXY,UPDU1D,RW05L,Base,,,,,60,TF,D203N,Waypoint,N 34° 03' 15.55",E 109° 09' 07.05",,,,,At or Above,11800,,,,,,,,,,,,,
ZLXY,UPDU1D,RW05L,Base,,,,,70,TF,UPDUM,Waypoint,N 33° 23' 44.00",E 108° 51' 14.00",,,,,,,,,,,,,,,,,,,
ZLXY,UPDU2E,RW06L,Runway,,,,,10,CD,,,,,,,52.0 M,,At or Above,4270,,,,LCZ,VHF Navaid,8.2,,,,,,,
ZLXY,UPDU2E,RW06L,Runway,,,,,20,CD,,,,,,,52.0 M,,At or Above,5250,,,,LCZ,VHF Navaid,11.4,,,,,,,
ZLXY,UPDU2E,RW06L,Runway,,,,,30,DF,FNH,VHF Navaid,N 34° 33' 12.00",E 108° 37' 54.00",,,,Left,,,,,,,,,,,,,,,
ZLXY,UPDU2E,RW06R,Runway,,,,,10,CD,,,,,,,52.0 M,,At or Above,4270,,,,LCZ,VHF Navaid,8.2,,,,,,,
ZLXY,UPDU2E,RW06R,Runway,,,,,20,CD,,,,,,,52.0 M,,At or Above,5250,,,,LCZ,VHF Navaid,11.4,,,,,,,
ZLXY,UPDU2E,RW06R,Runway,,,,,30,DF,FNH,VHF Navaid,N 34° 33' 12.00",E 108° 37' 54.00",,,,Left,,,,,,,,,,,,,,,
ZLXY,UPDU2E,,Base,,,,,10,IF,FNH,VHF Navaid,N 34° 33' 12.00",E 108° 37' 54.00",,,,,,,,,,,,,,,,,,,
ZLXY,UPDU2E,,Base,,,,,20,TF,D154J,Waypoint,N 34° 24' 26.45",E 108° 43' 46.15",,,,,At or Above,7880,,,,,,,,,,,,,
ZLXY,UPDU2E,,Base,,,,,30,TF,ZS,NDB,N 34° 13' 18.00",E 108° 51' 12.00",,,,,At or Above,9850,,,,,,,,,,,,,
ZLXY,UPDU2E,,Base,,,,,40,TF,KLX,VHF Navaid,N 34° 15' 54.00",E 109° 14' 54.00",,,,,,,,,,,,,,,,,,,
ZLXY,UPDU2E,,Base,,,,,50,TF,D203N,Waypoint,N 34° 03' 15.55",E 109° 09' 07.05",,,,,At or Above,11800,,,,,,,,,,,,,
ZLXY,UPDU2E,,Base,,,,,60,TF,UPDUM,Waypoint,N 33° 23' 44.00",E 108° 51' 14.00",,,,,,,,,,,,,,,,,,,
ZLXY,UPDU2F,RW24L,Runway,,,,,10,CD,,,,,,,232.0 M,,At or Above,4600,,,,LCZ,VHF Navaid,10.1,,,,,,,
ZLXY,UPDU2F,RW24L,Runway,,,,,20,CD,,,,,,,232.0 M,,At or Above,5910,,At or Below,220,LCZ,VHF Navaid,16.1,,,,,,,
ZLXY,UPDU2F,RW24L,Runway,,,,,30,DF,D219H,Waypoint,N 34° 26' 57.45",E 108° 32' 25.65",True,,,Right,,,,,,,,,,,,,,,
ZLXY,UPDU2F,RW24L,Runway,,,,,40,CF,D232G,Waypoint,N 34° 22' 21.00",E 108° 41' 00.85",,,140.0 M,Right,At or Above,7880,,,,LCZ,VHF Navaid,,,,,,,,
ZLXY,UPDU2F,RW24R,Runway,,,,,10,CD,,,,,,,232.0 M,,At or Above,4600,,,,LCZ,VHF Navaid,10.1,,,,,,,
ZLXY,UPDU2F,RW24R,Runway,,,,,20,CD,,,,,,,232.0 M,,At or Above,5910,,At or Below,220,LCZ,VHF Navaid,16.1,,,,,,,
ZLXY,UPDU2F,RW24R,Runway,,,,,30,DF,D219H,Waypoint,N 34° 26' 57.45",E 108° 32' 25.65",True,,,Right,,,,,,,,,,,,,,,
ZLXY,UPDU2F,RW24R,Runway,,,,,40,CF,D232G,Waypoint,N 34° 22' 21.00",E 108° 41' 00.85",,,140.0 M,Right,At or Above,7880,,,,LCZ,VHF Navaid,,,,,,,,
ZLXY,UPDU2F,,Base,,,,,10,IF,D232G,Waypoint,N 34° 22' 21.00",E 108° 41' 00.85",,,,,At or Above,7880,,,,,,,,,,,,,
ZLXY,UPDU2F,,Base,,,,,20,TF,ZS,NDB,N 34° 13' 18.00",E 108° 51' 12.00",,,,,At or Above,9850,,,,,,,,,,,,,
ZLXY,UPDU2F,,Base,,,,,30,TF,KLX,VHF Navaid,N 34° 15' 54.00",E 109° 14' 54.00",,,,,,,,,,,,,,,,,,,
ZLXY,UPDU2F,,Base,,,,,40,TF,D203N,Waypoint,N 34° 03' 15.55",E 109° 09' 07.05",,,,,At or Above,11800,,,,,,,,,,,,,
ZLXY,UPDU2F,,Base,,,,,50,TF,UPDUM,Waypoint,N 33° 23' 44.00",E 108° 51' 14.00",,,,,,,,,,,,,,,,,,,
ZLXY,UPDU2G,RW23R,Base,,,,,10,DF,DE23R,Waypoint,N 34° 26' 31.75",E 108° 44' 08.25",True,,,,,,,,,,,,,,,,,,
ZLXY,UPDU2G,RW23R,Base,,,,,20,CA,,,,,,,232.0 M,,At or Above,2140,,,,,,,,,,,,,
ZLXY,UPDU2G,RW23R,Base,,,,,30,DF,D262K,Waypoint,N 34° 25' 01.45",E 108° 34' 47.10",True,,,,At or Above,4600,,,,,,,,,,,,,
ZLXY,UPDU2G,RW23R,Base,,,,,40,CD,,,,,,,262.0 M,,,,,At or Below,220,LCZ,VHF Navaid,15.8,,,,,,,
ZLXY,UPDU2G,RW23R,Base,,,,,50,VI,,,,,,,95.0 M,Right,,,,,,,,,,,,,,,
ZLXY,UPDU2G,RW23R,Base,,,,,60,CF,D232G,Waypoint,N 34° 22' 21.00",E 108° 41' 00.85",,,140.0 M,,At or Above,7880,,,,LCZ,VHF Navaid,,,,,,,,
ZLXY,UPDU2G,RW23R,Base,,,,,70,TF,ZS,NDB,N 34° 13' 18.00",E 108° 51' 12.00",,,,,At or Above,9850,,,,,,,,,,,,,
ZLXY,UPDU2G,RW23R,Base,,,,,80,TF,KLX,VHF Navaid,N 34° 15' 54.00",E 109° 14' 54.00",,,,,,,,,,,,,,,,,,,
ZLXY,UPDU2G,RW23R,Base,,,,,90,TF,D203N,Waypoint,N 34° 03' 15.55",E 109° 09' 07.05",,,,,At or Above,11800,,,,,,,,,,,,,
ZLXY,UPDU2G,RW23R,Base,,,,,100,TF,UPDUM,Waypoint,N 33° 23' 44.00",E 108° 51' 14.00",,,,,,,,,,,,,,,,,,,
ZLXY,UPDU2H,RW05L,Base,,,,,10,DF,DE05L,Waypoint,N 34° 27' 52.95",E 108° 46' 00.30",True,,,,,,,,,,,,,,,,,,
ZLXY,UPDU2H,RW05L,Base,,,,,20,CA,,,,,,,52.0 M,,At or Above,2140,,,,,,,,,,,,,
ZLXY,UPDU2H,RW05L,Base,,,,,30,CD,,,,,,,16.0 M,,At or Above,4930,,,,LCZ,VHF Navaid,11.4,,,,,,,
ZLXY,UPDU2H,RW05L,Base,,,,,40,DF,FNH,VHF Navaid,N 34° 33' 12.00",E 108° 37' 54.00",,,,Left,,,,,,,,,,,,,,,
ZLXY,UPDU2H,RW05L,Base,,,,,50,TF,D154J,Waypoint,N 34° 24' 26.45",E 108° 43' 46.15",,,,,At or Above,7880,,,,,,,,,,,,,
ZLXY,UPDU2H,RW05L,Base,,,,,60,TF,ZS,NDB,N 34° 13' 18.00",E 108° 51' 12.00",,,,,At or Above,9850,,,,,,,,,,,,,
ZLXY,UPDU2H,RW05L,Base,,,,,70,TF,KLX,VHF Navaid,N 34° 15' 54.00",E 109° 14' 54.00",,,,,,,,,,,,,,,,,,,
ZLXY,UPDU2H,RW05L,Base,,,,,80,TF,D203N,Waypoint,N 34° 03' 15.55",E 109° 09' 07.05",,,,,At or Above,11800,,,,,,,,,,,,,
ZLXY,UPDU2H,RW05L,Base,,,,,90,TF,UPDUM,Waypoint,N 33° 23' 44.00",E 108° 51' 14.00",,,,,,,,,,,,,,,,,,,
ZLXY,UPDU7R,RW05L,Base,,,,,10,DF,DE05L,Waypoint,N 34° 27' 52.95",E 108° 46' 00.30",True,,,,,,,,,,,,,,,,,,1.00
ZLXY,UPDU7R,RW05L,Base,,,,,20,VA,,,,,,,52.0 M,,At or Above,2140,,,,,,,,,,,,,1.00
ZLXY,UPDU7R,RW05L,Base,,,,,30,DF,XY410,Waypoint,N 34° 38' 10.60",E 108° 50' 32.10",True,,,,At or Above,4930,,,,,,,,,,,,,1.00
ZLXY,UPDU7R,RW05L,Base,,,,,40,CA,,,,,,,17.0 M,,At or Above,7880,,,,,,,,,,,,,1.00
ZLXY,UPDU7R,RW05L,Base,,,,,50,DF,FNH,VHF Navaid,N 34° 33' 12.00",E 108° 37' 54.00",,,,Left,,,,,,,,,,,,,,,1.00
ZLXY,UPDU7R,RW05L,Base,,,,,60,TF,ZS,NDB,N 34° 13' 18.00",E 108° 51' 12.00",,,,,At or Above,9850,,,,,,,,,,,,,1.00
ZLXY,UPDU7R,RW05L,Base,,,,,70,TF,XY406,Waypoint,N 34° 00' 05.90",E 108° 51' 17.50",,,,,At or Above,11800,,,,,,,,,,,,,1.00
ZLXY,UPDU7R,RW05L,Base,,,,,80,TF,UPDUM,Waypoint,N 33° 23' 44.00",E 108° 51' 14.00",,,,,,,,,,,,,,,,,,,1.00
ZLXY,UPDU7S,RW23R,Base,,,,,10,DF,DE23R,Waypoint,N 34° 26' 31.75",E 108° 44' 08.25",True,,,,,,,,,,,,,,,,,,1.00
ZLXY,UPDU7S,RW23R,Base,,,,,20,VA,,,,,,,232.0 M,,At or Above,2140,,,,,,,,,,,,,1.00
ZLXY,UPDU7S,RW23R,Base,,,,,30,DF,XY701,Waypoint,N 34° 24' 59.70",E 108° 34' 37.00",,,,,At or Above,4600,,,,,,,,,,,,,1.00
ZLXY,UPDU7S,RW23R,Base,,,,,40,TF,XY702,Waypoint,N 34° 23' 21.70",E 108° 24' 33.60",,,,,,,,At or Below,205,,,,,,,,,,1.00
ZLXY,UPDU7S,RW23R,Base,,,,,50,TF,XY703,Waypoint,N 34° 29' 50.30",E 108° 22' 23.90",,,,,,,,At or Below,220,,,,,,,,,,1.00
